,LGRE,HGRE,GLNU,isPatho
69,0.044627978387287444,489944.30555555574,12438.263888888889,1
70,0.011951772058401835,510244.5822784812,9130.39240506329,0
71,0.044627978387287444,489944.30555555574,12438.263888888889,1
72,0.011951772058401835,510244.5822784812,9130.39240506329,0
73,0.044627978387287444,489944.30555555574,12438.263888888889,1
74,0.011951772058401835,510244.5822784812,9130.39240506329,0
75,0.044627978387287444,489944.30555555574,12438.263888888889,1
76,0.011951772058401835,510244.5822784812,9130.39240506329,0
77,0.044627978387287444,489944.30555555574,12438.263888888889,1
78,0.011951772058401835,510244.5822784812,9130.39240506329,0
79,0.044627978387287444,489944.30555555574,12438.263888888889,1
80,0.011951772058401835,510244.5822784812,9130.39240506329,0
81,0.044627978387287444,489944.30555555574,12438.263888888889,1
82,0.011951772058401835,510244.5822784812,9130.39240506329,0
83,0.044627978387287444,489944.30555555574,12438.263888888889,1
84,0.011951772058401835,510244.5822784812,9130.39240506329,0
85,0.044627978387287444,489944.30555555574,12438.263888888889,1
86,0.011951772058401835,510244.5822784812,9130.39240506329,0
87,0.044627978387287444,489944.30555555574,12438.263888888889,1
88,0.011951772058401835,510244.5822784812,9130.39240506329,0
89,0.044627978387287444,489944.30555555574,12438.263888888889,1
90,0.011951772058401835,510244.5822784812,9130.39240506329,0
91,0.044627978387287444,489944.30555555574,12438.263888888889,1
92,0.011951772058401835,510244.5822784812,9130.39240506329,0
93,0.044627978387287444,489944.30555555574,12438.263888888889,1
94,0.011951772058401835,510244.5822784812,9130.39240506329,0
95,0.044627978387287444,489944.30555555574,12438.263888888889,1
96,0.011951772058401835,510244.5822784812,9130.39240506329,0
97,0.044627978387287444,489944.30555555574,12438.263888888889,1
98,0.011951772058401835,510244.5822784812,9130.39240506329,0
99,0.044627978387287444,489944.30555555574,12438.263888888889,1
